UniProt_ID	Time02	Time04	Time08	Time10	AveExpr	F	P.Value	adj.P.Val
C7G077	6.423623560168331	6.479254048333519	6.797073093010911	6.478171255046282	26.442358593657598	405.293008618777	3.8157652135488946e-12	1.0228370141186217e-8
C7G078	5.940128362200938	6.025007591986095	6.291916671575751	6.121389348552975	26.339613962636115	373.48074269330374	6.043026608236385e-12	1.0228370141186217e-8
P04989	0.28078033442806016	0.08009697217158651	5.986364195323685	6.642531160950297	23.75662778740642	352.3994380238393	8.377043522675034e-12	1.0228370141186217e-8
P08796	3.908674392619278	5.359669565254449	7.265459599789761	6.961919424085273	26.100651705660425	322.1471126495357	1.3869306061744155e-11	1.270081702604221e-8
Q54QT9	-0.293857534879927	-0.021289754284896375	6.190334340365064	6.8439734390932765	24.026995072936447	282.7046253023451	2.88610670912294e-11	2.114361775103466e-8
Q54GQ4	0.0961482368452443	0.011349970503829914	4.443476253563971	3.9467443104406663	22.90839612691542	246.68227204693505	6.193574524653075e-11	3.781177247300702e-8
Q54FW5	4.370025023231904	4.408824093968721	4.114707299219918	3.574679155736086	26.927185102901106	228.42496080034365	9.522945268507342e-11	4.495965968240166e-8
Q54QK7	-0.08243410720754256	-0.7200434946354198	-3.5963579067219427	-2.988790815060075	23.071721530144238	226.40659600884462	1.0007440448232269e-10	4.495965968240166e-8
Q556K5	0.1432793543364262	0.14767276545367553	4.644914684844907	5.605270462251213	23.42524232739265	222.44059046360186	1.1046599430565517e-10	4.495965968240166e-8
Q54DH5	-0.020677285391716697	-0.09007514957739822	5.03053166255934	5.3016425701198875	23.178115494823423	212.82979025807248	1.4138741371745967e-10	5.1790209644705476e-8
Q54RF4	0.036669518083960094	1.3149970977919623	5.180868870383572	5.66664213138338	27.677117711286225	205.51739875046042	1.7187136071460273e-10	5.4239290776830466e-8
Q54DV5	-0.3100450204211639	0.9626279066826021	6.655733900659019	7.397682752140836	24.02585965841749	201.53112353619454	1.9172862604091555e-10	5.4239290776830466e-8
Q54C11	3.451261550549739	4.495075359945233	3.6358140680332327	3.5922497231940897	24.294691454045076	200.80444624699365	1.956331539608345e-10	5.4239290776830466e-8
Q54EB9	4.279327350513535	5.5059381690389335	4.842894340545038	5.05257420599975	25.238585123468123	198.73034956365686	2.0730277665182266e-10	5.4239290776830466e-8
Q55E15	-0.20075690322847578	2.094056299291417	5.162306339810904	4.983118525724601	23.785863337888138	193.31756362893395	2.4182950318154537e-10	5.905476467693338e-8
Q54QU0	-0.1342346046966197	-0.5999229871601753	4.861598954116495	5.342420432024557	23.631346899087152	182.92902268760378	3.290340490644953e-10	7.53282326077029e-8
Q54R93	-0.0052210095981401515	0.42269926593931867	5.0485071139930024	5.22913362466987	23.27401276099815	178.87614406414872	3.7277589337827073e-10	8.032224102615328e-8
Q54MH2	2.033480010472203	2.301987202852082	5.629777727423524	6.228804637474906	24.666073793915814	157.81904911804452	7.482658306923764e-10	1.522720965458986e-7
Q54MI7	-0.3722554187688573	-0.19753948235984353	4.205456941877676	5.727336226885285	23.464314459978617	144.1841091753475	1.2356641590144366e-9	2.3822304286683586e-7
Q1ZXD1	-0.60131718373651	0.40827985793663024	4.552885317520666	5.889706545255351	23.672584238411854	141.05073935288019	1.395746505289219e-9	2.556309724437205e-7
Q54I92	-0.2461259490752402	-0.0014871999406350625	4.471359429261242	5.270387733246925	23.428765774333886	137.4969687635221	1.6077526376661785e-9	2.6641460570777013e-7
Q8IS20	-0.03872772417770825	0.06345392278844099	2.7020925314087667	3.400786649070957	22.529990103501103	137.4220008848082	1.6126175569486158e-9	2.6641460570777013e-7
Q54SS8	-0.30860704496855457	0.10546058731837528	4.157375963871218	4.809676699965253	23.079800720761604	136.51574828268718	1.6728189820580707e-9	2.6641460570777013e-7
Q06885	0.0883725328822767	-0.1589659927996984	4.016289771939198	4.230835652432461	22.969550946147827	129.44995429670706	2.244978856279749e-9	3.426398979396967e-7
P0CD60	-0.010447099644718913	-0.26082750044511566	-2.5241456509646256	-2.683505995879048	22.89008886067254	123.96256630846858	2.8524509185929554e-9	4.1794110859223987e-7
