UniProt_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A0A2C9SN78	1799.6968276634204	0.2457480493012843	0.2929408999125881	14.333753344267393	0.013622747634067484	0.01707386495535886
A1XDC0	331.7947996536755	-1.050410590413938	0.3743318340960988	23.26904938751511	2.998385747402318e-4	4.543175801446629e-4
B0G0Y4	111.92989743425257	-0.7409145981819817	0.34498961084573576	25.822316039487646	9.66021439456886e-5	1.5466450878957706e-4
B0G0Y5	2250.0015589429013	2.27267285356832	0.5457282288087011	57.94935604409574	3.222048881691138e-11	9.623916779641322e-11
B0G0Y7	7435.224295814055	-0.9215934918416043	0.30291843572218863	11.243674185075065	0.04675705589345042	0.05489584847909102
B0G0Y8	705.172821764384	0.6363884727351188	0.2080460953572668	57.943587422179235	3.230889549223118e-11	9.642256328149572e-11
B0G0Y9	107.81679265021403	-0.28798077655115006	0.34308522294486865	16.239328138816205	0.006192983025037434	0.008065788081368671
B0G0Z0	1174.0059827789355	2.422985542016533	0.2887881483888123	127.31934560517016	8.816743218638562e-26	5.836596824155603e-25
B0G0Z1	553.6127509106672	-0.727354705974806	0.5387677546018439	7.854615592435607	0.16443215729055663	0.18138340234182823
B0G0Z2	4.990220257081652	0.38033964687911914	0.6723017768005167	6.62171935171213	0.2503272367397643	0.27050595568196284
B0G0Z3	119.03872811029902	-1.1198414352977026	0.40336814487715794	27.435088479780063	4.692442564843396e-5	7.75509216356081e-5
B0G0Z5	2815.6359950698006	0.482295055261697	0.34896731237927364	43.49840115756081	2.9279623730448306e-8	6.75746713589381e-8
B0G0Z6	4120.205266124693	0.3307770383636879	0.26955946375591994	23.385105438394646	2.8488027641202716e-4	4.323866573117788e-4
B0G0Z7	1378.47944376002	-3.322146777863152	0.2529758051074818	323.723485419847	7.914743671006165e-68	1.7023056116495388e-66
B0G0Z8	1.1104429331618648	-1.2916460011785644	1.3844651399462586	4.136630528799543	0.5299170460409146	0.5533724753967277
B0G101	0.9268323187743349	-2.8706295472167325	1.8912636406421606	12.997584484047188	0.023401414618004823	0.028531878426118346
B0G102	933.2855434647636	2.1014826144639067	0.3389116929002985	165.82367648025138	5.675026056127062e-34	5.1512884819641496e-33
B0G103	1.092478488768974	1.6591207368186538	1.7562762537068333	7.816608587355972	0.16663651542996352	0.18370149410975084
B0G104	476.8487410049543	-0.2511247189548363	0.3582340767826039	47.93141229359105	3.668289398534699e-9	9.286468387545535e-9
B0G105	384.3018229851062	-0.17293786357478025	0.26859637678225745	17.433176855818203	0.0037474789344524835	0.005019288091399344
B0G106	1549.3676723197743	0.15557806647551614	0.27138788571089273	22.269506387149477	4.6529264290036106e-4	6.910357041189361e-4
B0G107	552.4862735627256	-0.857358854961548	0.2714424527454248	45.529846866949924	1.1320674146311614e-8	2.7242359195943316e-8
B0G108	45172.45962486197	0.11279886395274631	0.3382350162214318	11.98771091825563	0.03495655786827602	0.04173202087907985
B0G109	408.85873200072274	-4.629814478687721	0.44051906770369736	259.4191506904374	5.232166931482663e-54	8.063559712677813e-53
B0G110	21.429279460835048	5.1134162165103625	0.6583117745392134	181.41485696365632	2.668420150960441e-37	2.6513402817195996e-36
B0G111	3546.515394022934	-0.5848352087348478	0.3532581428827361	110.74247333076283	2.854818861263017e-22	1.6127618577525407e-21
B0G112	134.6995884860252	-0.8179817255743549	0.48454339815309866	17.88085419395685	0.0030994942384389088	0.004184883749895267
B0G115	3.1886598079352946	1.3800874367061304	1.0662679705819258	12.705693605766939	0.026298502105315272	0.031821425220292805
B0G116	112.38155176932099	-0.4712323424378714	0.3308598203556698	18.562295031622085	0.0023183018259634418	0.0031802421693000035
B0G117	1888.4448532126478	-1.121833037278213	0.26311207308726065	132.11081608059612	8.483036695696943e-27	5.907789730013652e-26
B0G118	656.681749351418	-0.13823631309940942	0.23334520886232005	6.821139814964226	0.23428583296842453	0.2541200563974476
B0G119	1098.9018488761844	-0.8447342210848777	0.24555161557499938	32.580480329396835	4.558676441786171e-6	8.393556341423867e-6
B0G120	7318.038687983135	-1.1001886245943884	0.35551999812011753	30.790440149930816	1.0303263536370733e-5	1.8250083634540584e-5
B0G121	85.3043391397013	1.034161741760228	0.3821653977208745	16.31498381899584	0.006000019479773101	0.007828749987556302
B0G122	12.784310804563958	1.9047560770093723	0.4778001187532751	56.15898842987994	7.536420868339688e-11	2.1923575209339057e-10
B0G124	1084.0052558287705	0.21276159799001254	0.22860704639560214	21.783802904913898	5.755324271955013e-4	8.449188360322114e-4
B0G125	3903.988412545928	-2.5927289306933052	0.3304343007863716	116.91527099450036	1.4121880902483333e-23	8.478669638256669e-23
B0G126	789.9298345691979	-0.6198418996619917	0.31114038946317785	11.478635424202707	0.04267387166096671	0.050378027042942176
B0G127	519.8916284153181	0.1535358350210712	0.5238910985596331	20.451937410025437	0.0010277196924254343	0.0014645962780160762
B0G128	3635.973174429147	1.2267741203206717	0.4141804473106967	23.951671144314957	2.2180515283750401e-4	3.40512396738212e-4
B0G129	597.1185956913714	0.8386152973982487	0.3349360232605463	10.828216041128428	0.05489436424180963	0.0638546411157714
B0G130	1317.6425614033183	-0.7087479046360142	0.27498286664785604	18.107585837080933	0.002814548337866936	0.0038228033536511223
B0G131	79.88786729829484	1.3349200519102373	0.5751407365157117	36.93002235782899	6.186089024349303e-7	1.2525368533044497e-6
B0G132	117.60724531704095	-0.9982975587897328	0.3205225129102536	28.702622683908686	2.6519398556286083e-5	4.48876861467099e-5
B0G133	728.738204922687	9.022168862909336	0.524827409288605	475.9992860030369	1.2078997052971086e-100	5.827844028575374e-99
B0G134	18.99985113764837	-0.5049523732555953	0.45623919937370944	17.310459682648826	0.0039471269215030965	0.005274819270894532
B0G136	882.5649855145617	-4.287476704502012	0.3792519081338258	225.30942523655688	1.0825238993048203e-46	1.402045161481733e-45
B0G138	31.782201347486165	-3.609154865017998	0.5342492293224627	77.29978317475332	3.078895218501798e-15	1.2146610197190701e-14
B0G139	183.37626200670854	1.2671499432312532	0.3039444751742447	28.627175801508827	2.743767281704774e-5	4.6368714664468027e-05
B0G140	240.26344531012828	1.9901905951592744	0.22833287013105097	100.35139536510883	4.4564867330224817e-20	2.2871791757261047e-19
B0G141	39914.995840754455	0.27754164416177896	0.7592983907678564	8.187347202419915	0.14620832773987433	0.16223323302826
B0G142	330.8717009673914	0.4570247094612572	0.3853530296110706	69.18201704842738	1.5164130592457634e-13	5.355192969858679e-13
